Organization ID,Organization Interest
46308,"African American, Ethnic, Graduate Student Oriented, Social, Social Activism, Service - Retention, Intersections of Identity, Cultural, Women, Native American, Multicultural, Mixed Students, LGBTQI, Latina/Latino, International Students, Disability & Ability, Asian Pacific Islander, Arts, Arts - Dance"
46341,"Academic, African American, Law, Social, Academic - Pre-Professional, Professional Development"
46043,"Academic, African American, Community Service, Cultural, Intersections of Identity, Politically Affiliated, Professional Development, Transfer Students, Undergraduate Student Oriented, Social Activism, Service - Retention, Service - Outreach, Service - Community Involvement"
91449,"African American, Community Service, Cultural, Social Activism, Undergraduate Student Oriented, Academic - Department"
46578,"African American, Advocacy, Cultural, Ethnic, Leadership, Political, Service - Community Involvement, Academic"
46045,"Academic - Pre-Professional, Academic, African American, Career Planning, Community Service, Health & Wellness"
46477,"African American, Service - Community Involvement, Political, Leadership, Advocacy, Academic - Department, Academic - Pre-Professional"
91552,"Technology, Leadership, Fundraising & Philanthropy, Entrepreneurial, Engineering, Educational, Business"
91796,"Academic, Business"
92019,"Health & Wellness, Community Service, Service - Outreach, Service - Community Involvement"
160881,"Service - Outreach, Leadership, Fundraising & Philanthropy, Educational, Community Service, Arts - Performance, Advocacy"
138585,"Sustainability, Technology, Environmental, Engineering, Academic - Research, Academic - Department, Entrepreneurial"
46368,"Arts - Fine Art, Academic, Arts - Visual Art, Business, Entrepreneurial, Fun!, Journals, Leadership, Media, Professional Development, Publications, Social, Arts - Multimedia"
80168,"Engineering, Service - Community Involvement, Technology"
91234,"Advocacy, Community Service, Educational, Graduate Student Oriented, Law, Leadership, Military & Veterans, Self Improvement, Social, Veterans"
91343,"Law, Political"
164072,Recreation
46458,"Law, Environmental, Environmental Groups, Career Planning, Community Service, Educational, Outdoors, Professional Development, Recreation, Service - Outreach, Sustainability, Graduate Student Oriented"
46382,"Academic, Advocacy, Law, Social Activism, Sustainability, Environmental, Health & Wellness, Social"
127071,"Social Activism, Graduate Student Oriented, Graduate Assembly Affiliated, Intersections of Identity, Law, Political, Service - Outreach, Service - Community Involvement, Professional Development, Advocacy"
132941,"Fun!, Graduate Student Oriented, Law, Recreation, Sports"
46380,"Academic, Career Planning, Educational, Fun!, Graduate Student Oriented, Law, Professional Development, Social, Technology"
91246,"Academic, Health & Wellness, Medical, Graduate Student Oriented"
92066,"Law, Service - Outreach, Social Activism, Graduate Assembly Affiliated, Graduate Student Oriented"
46487,"Arts - Performance, Fun!, Law"
117504,"Advocacy, Community Service, Law, Leadership, Service - Community Involvement, Social Activism"
46673,"Advocacy, Community Service, Cultural, Educational, Graduate Assembly Affiliated, Graduate Student Oriented, Law, Service - Community Involvement, Travel"
92076,"Graduate Student Oriented, Health & Wellness, Intersections of Identity, Students with Dependents"
46460,"Environmental, Environmental Groups, Law, Sustainability"
115766,"Advocacy, Law, Military & Veterans, Political, Service - Outreach, Service - Community Involvement, Veterans, Graduate Assembly Affiliated, Graduate Student Oriented, Community Service"
91892,"Undergraduate Student Oriented, Social, Recreation, Fun!"
46383,"Law, Advocacy, Educational, Graduate Student Oriented, Professional Development"
85016,"Community Service, Health & Wellness, Self Improvement, Service - Outreach, Social Activism, Women"
221137,"African American, Latina/Latino, Technology, Business, Entrepreneurial"
91368,"Cultural, Arts - Multimedia, Arts - Music"
117788,"Community Service, Educational, Health & Wellness, Medical, Service - Outreach, Service - Community Involvement, Undergraduate Student Oriented, Advocacy, Fundraising & Philanthropy"
159287,"Media, Publications, Fundraising & Philanthropy"
165142,"Community Service, Service - Community Involvement, Professional Development, Academic"
164864,"Multicultural, Social Activism, Graduate Student Oriented, Health & Wellness"
46650,"Faith, Religion & Spiritual"
91457,"Community Service, Cultural, Educational, Ethnic, Fun!, Latina/Latino, Multicultural, Service - Community Involvement"
120895,"Social, Academic, Cultural, Faculty/Staff, Residential Life"
222190,"Recreation, Sports, Social"
92049,"Advocacy, Educational, Environmental, Community Service, Fundraising & Philanthropy, Sustainability"
220449,Advocacy
58729,"Martial Arts, Fitness, Self Improvement - Exercise, Sports and Recreation Groups"
117507,"Business, Cultural, Entrepreneurial, International Students, Political, Social"
220125,"Academic - Department, Academic - Research, Arts - Multimedia, Environmental, Graduate Student Oriented"
158543,"Cultural, Educational, Fun!, Fundraising & Philanthropy, Health & Wellness, Non-Partisan Political, Social"
220492,"Community Service, Environmental, Health & Wellness, Leadership, Medical, Service - Community Involvement"
91910,Recreation
165840,"Academic, Undergraduate Student Oriented, Travel, Transfer Students, Social Activism, Service - Outreach, Service - Community Involvement, Self Improvement, Professional Development, Out-of-State Students, Leadership, Health & Wellness, Fundraising & Philanthropy, Educational, Community Service, Career Planning"
46055,"Academic, Advocacy, Cultural, Educational, Service - Community Involvement, Service - Outreach, Service - Retention"
165240,"Democracy, Political, Advocacy, Environmental, Law, Media, Non-Partisan Political, Publications, Intersections of Identity"
221994,Professional Development
92072,"Cultural, Faith, Religion & Spiritual, Intersections of Identity, Self Improvement - Meditation, Service - Community Involvement, Community Service, Educational, Fun!, Health & Wellness"
145741,"Educational, Service - Community Involvement"
91508,"Environmental, Environmental Groups, Sustainability, Professional Development, Educational"
219272,"Arts, Recreation, Self Improvement, Fun!, Social, Arts - Visual Art, Undergraduate Student Oriented"
59579,"Cultural, Community Service, Educational, Asian Pacific Islander, Ethnic, International Students, Service - Community Involvement, Social"
45901,"Business, Entrepreneurial, Leadership, Media, Professional Development, Social, Undergraduate Student Oriented, Arts, Career Planning, Fundraising & Philanthropy, Technology"
91807,"Business, Academic - Research, Publications, Academic - Pre-Professional, Entrepreneurial"
92135,"Academic, Engineering, Media, Technology, Undergraduate Student Oriented, Publications"
160075,Engineering
145623,"Academic, Academic - Department, Academic - Research, Arts - Music, Cultural, Educational, Environmental, Film"
45902,"Academic - Pre-Professional, Business, Career Planning, Professional Development"
91293,"Community Service, Career Planning, Faculty/Staff, Fun!, Leadership, Self Improvement, Professional Development, Undergraduate Student Oriented, Fundraising & Philanthropy, Cal Spirit/Booster, Academic"
45880,"Advocacy, Social Activism, Community Service, Non-Partisan Political"
46516,"Cultural, Fun!, Media, Social, Film"
160197,"Advocacy, Fun!, Health & Wellness, LGBTQI, Men, Multicultural, Service - Community Involvement, Self Improvement, Social, Women"
45903,"Social Activism, Political"
46070,"Advocacy, Community Service, Educational, Cultural, Fun!, Leadership, Service - Community Involvement, Service - Outreach, Service - Retention, Undergraduate Student Oriented"
46538,"Arts, Arts - Dance, Arts - Music, Cultural, Cal Spirit/Booster, Fitness, Fun!, Multicultural, Self Improvement - Exercise"
46061,"African American, Advocacy, Arts, Arts - Dance, Arts - Music, Arts - Performance, Arts - Visual Art, Business, Career Planning, Community Service, Chicana/Chicano, Cultural, Disability & Ability, Educational, Environmental, Ethnic, Entrepreneurial, Fun!, Fundraising & Philanthropy, Health & Wellness, Latina/Latino, Law, Leadership, Native American, Multicultural, Outdoors, Mixed Students, Recreation, Self Improvement, Service - Community Involvement, Service - Outreach, Social Activism, Service - Retention, Sports and Recreation Groups, Sports, Student Government - ASUC"
56666,"Academic, Arts - Performance, Cal Spirit/Booster, Sports"
92074,"Mixed Students, Greek Life - CoEd, African American, Asian Pacific Islander, Chicana/Chicano, Community Service, Cultural, Ethnic, Faith, Religion & Spiritual, International Students, Latina/Latino, Multicultural, Service - Community Involvement, Service - Outreach, Social, Social Activism, Undergraduate Student Oriented"
46067,"Arts - Music, Arts - Performance, Community Service, Disability & Ability, Fun!, Health & Wellness, Recreation, Service - Community Involvement"
61093,"Arts - Dance, Arts - Performance, Fun!, Fitness"
45904,"Fitness, Sports, Recreation, Outdoors, Fun!, Self Improvement - Exercise, Sports and Recreation Groups"
66095,"Professional Development, Leadership, Self Improvement, Fun!, Business, Service - Community Involvement"
91896,"Fun!, Outdoors, Recreation"
45905,"Arts - Dance, Arts - Performance, Arts - Music, Asian Pacific Islander, Cultural, Educational, Ethnic, Fun!, Intersections of Identity, Mixed Students, Multicultural, Out-of-State Students, Social, Transfer Students"
45906,"Outdoors, Recreation, Fun!, Sustainability, Travel, Sports and Recreation Groups, Environmental, Environmental Groups, Fitness, Undergraduate Student Oriented, Graduate Student Oriented, Health & Wellness, International Students, Leadership, Out-of-State Students, Publications, Self Improvement, Self Improvement - Exercise, Self Improvement - Meditation, Transfer Students, Social"
46112,"Academic, Community Service, Political, Professional Development, Service - Community Involvement, Social Activism"
45907,"Academic - Pre-Professional, Service - Community Involvement, Undergraduate Student Oriented, Professional Development, Leadership"
